"No.","Time","Source","Destination","Protocol","Length","Info"
"614","41.101824","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"615","41.102642","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"616","41.102677","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=233418 Win=129632 Len=0 TSval=596223895 TSecr=270166521"
"617","41.103909","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"618","41.103989","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=234836 Win=131072 Len=0 TSval=596223896 TSecr=270166527"
"619","41.104187","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"620","41.104753","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"621","41.104781","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=237672 Win=129632 Len=0 TSval=596223896 TSecr=270166531"
"622","41.105120","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"623","41.105198","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=239090 Win=131072 Len=0 TSval=596223897 TSecr=270166531"
"624","41.106081","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"625","41.106436","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"626","41.106470","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=241926 Win=129632 Len=0 TSval=596223898 TSecr=270166533"
"627","41.106731","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"628","41.106734","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"629","41.106760","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=244762 Win=128224 Len=0 TSval=596223898 TSecr=270166533"
"630","41.106785","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=5580 Ack=244762 Win=131072 Len=0 TSval=596223898 TSecr=270166533"
"631","41.106818","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"632","41.107076","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"633","41.107079","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"634","41.107101","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"635","41.107127","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=247598 Win=129632 Len=0 TSval=596223898 TSecr=270166533"
"636","41.107128","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=250434 Win=126816 Len=0 TSval=596223898 TSecr=270166533"
"637","41.107139","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=5580 Ack=250434 Win=131072 Len=0 TSval=596223898 TSecr=270166533"
"638","41.107217","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"639","41.107334","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"640","41.107356","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=253270 Win=129632 Len=0 TSval=596223899 TSecr=270166533"
"641","41.107481","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"642","41.107607","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"643","41.107634","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=256106 Win=128224 Len=0 TSval=596223899 TSecr=270166533"
"644","41.107783","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=5580 Ack=256106 Win=131072 Len=0 TSval=596223899 TSecr=270166533"
"645","41.107956","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"646","41.108503","216.58.194.164","192.168.11.20","TLSv1.2","950","Application Data, Application Data"
"647","41.108531","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5580 Ack=258408 Win=130176 Len=0 TSval=596223900 TSecr=270166534"
"648","41.108646","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"649","41.136377","192.168.11.20","216.58.194.164","TLSv1.2","181","Application Data"
"650","41.142132","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=258408 Ack=5741 Win=73728 Len=0 TSval=270166568 TSecr=596223900"
"651","41.172017","216.58.194.164","192.168.11.20","TLSv1.2","305","Application Data"
"652","41.172067","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5741 Ack=258647 Win=130816 Len=0 TSval=596223961 TSecr=270166599"
"653","41.172236","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"654","41.172260","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5741 Ack=260065 Win=129632 Len=0 TSval=596223961 TSecr=270166599"
"655","41.173074","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"656","41.173078","216.58.194.164","192.168.11.20","TLSv1.2","857","Application Data"
"657","41.173079","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"658","41.173080","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"659","41.173165","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5741 Ack=262274 Win=128832 Len=0 TSval=596223962 TSecr=270166599"
"660","41.173166","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5741 Ack=262312 Win=128800 Len=0 TSval=596223962 TSecr=270166599"
"661","41.173223","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=5741 Ack=262358 Win=128768 Len=0 TSval=596223962 TSecr=270166599"
"662","41.173297","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"663","41.249148","192.168.11.20","172.217.6.46","QUIC","420","Payload (Encrypted), PKN: 9, CID: 7589620954702436015"
"664","41.249148","192.168.11.20","172.217.6.46","QUIC","169","Payload (Encrypted), PKN: 10, CID: 7589620954702436015"
"665","41.259314","192.168.11.20","172.217.6.46","QUIC","420","Payload (Encrypted), PKN: 11, CID: 7589620954702436015"
"666","41.270374","192.168.11.20","172.217.6.46","QUIC","169","Payload (Encrypted), PKN: 12, CID: 7589620954702436015"
"667","41.315055","192.168.11.20","216.58.194.164","TCP","112","[TCP Retransmission] 63837  >  443 [PSH, ACK] Seq=5741 Ack=262358 Win=131072 Len=46 TSval=596224103 TSecr=270166599"
"668","41.480841","192.168.11.20","216.58.194.164","TCP","112","[TCP Retransmission] 63837  >  443 [PSH, ACK] Seq=5741 Ack=262358 Win=131072 Len=46 TSval=596224256 TSecr=270166599"
"669","41.480842","192.168.11.20","172.217.6.46","QUIC","420","Payload (Encrypted), PKN: 13, CID: 7589620954702436015"
"670","41.480842","192.168.11.20","172.217.6.46","QUIC","169","Payload (Encrypted), PKN: 14, CID: 7589620954702436015"
"671","41.737475","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"672","41.744032","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=262358 Ack=5787 Win=73728 Len=0 TSval=270166604 TSecr=596223962"
"673","41.755449","216.58.194.164","192.168.11.20","TCP","78","[TCP Dup ACK 672#1] 443  >  63837 [ACK] Seq=262358 Ack=5787 Win=73728 Len=0 TSval=270167171 TSecr=596224103 SLE=5741 SRE=5787"
"674","41.803450","192.168.11.20","151.101.42.49","TCP","179","[TCP Retransmission] 63739  >  443 [PSH, ACK] Seq=679 Ack=7289 Win=4096 Len=113 TSval=596224588 TSecr=3673331556"
"675","41.870705","192.168.11.20","172.217.6.46","QUIC","420","Payload (Encrypted), PKN: 15, CID: 7589620954702436015"
"676","41.870729","192.168.11.20","172.217.6.46","QUIC","169","Payload (Encrypted), PKN: 16, CID: 7589620954702436015"
"677","41.982636","192.168.11.20","151.101.42.49","TCP","179","[TCP Retransmission] 63739  >  443 [PSH, ACK] Seq=679 Ack=7289 Win=4096 Len=113 TSval=596224766 TSecr=3673331556"
"678","42.273673","192.168.11.20","151.101.42.49","TCP","179","[TCP Retransmission] 63739  >  443 [PSH, ACK] Seq=679 Ack=7289 Win=4096 Len=113 TSval=596225057 TSecr=3673331556"
"679","42.301161","216.58.194.164","192.168.11.20","TCP","78","[TCP Dup ACK 672#2] 443  >  63837 [ACK] Seq=262358 Ack=5787 Win=73728 Len=0 TSval=270167171 TSecr=596224256 SLE=5741 SRE=5787"
"680","42.301170","172.217.6.46","192.168.11.20","QUIC","81","Payload (Encrypted), PKN: 8"
"681","42.301171","172.217.6.46","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 9"
"682","42.301624","172.217.6.46","192.168.11.20","QUIC","69","Payload (Encrypted), PKN: 10"
"683","42.302089","172.217.6.46","192.168.11.20","QUIC","591","Payload (Encrypted), PKN: 11"
"684","42.302094","172.217.6.46","192.168.11.20","QUIC","70","Payload (Encrypted), PKN: 12"
"685","42.302095","172.217.6.46","192.168.11.20","QUIC","270","Payload (Encrypted), PKN: 13"
"686","42.302096","172.217.6.46","192.168.11.20","QUIC","591","Payload (Encrypted), PKN: 14"
"687","42.302097","172.217.6.46","192.168.11.20","QUIC","70","Payload (Encrypted), PKN: 15"
"688","42.302100","151.101.42.49","192.168.11.20","TLSv1.2","242","Application Data"
"689","42.302219","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=792 Ack=7465 Win=4090 Len=0 TSval=596225084 TSecr=3673333700"
"690","42.303120","192.168.11.20","172.217.6.46","QUIC","89","Payload (Encrypted), PKN: 17, CID: 7589620954702436015"
"691","42.303284","192.168.11.20","172.217.6.46","QUIC","80","Payload (Encrypted), PKN: 18, CID: 7589620954702436015"
"692","42.304424","151.101.42.49","192.168.11.20","TCP","78","[TCP Dup ACK 688#1] 443  >  63739 [ACK] Seq=7465 Ack=792 Win=61 Len=0 TSval=3673333701 TSecr=596224588 SLE=679 SRE=792"
"693","42.304637","151.101.42.49","192.168.11.20","TCP","78","[TCP Dup ACK 688#2] 443  >  63739 [ACK] Seq=7465 Ack=792 Win=61 Len=0 TSval=3673333701 TSecr=596224766 SLE=679 SRE=792"
"694","42.304919","151.101.42.49","192.168.11.20","TCP","78","[TCP Dup ACK 688#3] 443  >  63739 [ACK] Seq=7465 Ack=792 Win=61 Len=0 TSval=3673333701 TSecr=596225057 SLE=679 SRE=792"
"695","42.305802","172.217.6.46","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 16"
"696","42.328413","192.168.11.20","172.217.6.46","QUIC","80","Payload (Encrypted), PKN: 19, CID: 7589620954702436015"
"697","42.720299","192.168.11.20","255.255.255.255","DB-LSP-DISC","238","Dropbox LAN sync Discovery Protocol"
"698","42.720462","192.168.11.20","192.168.11.255","DB-LSP-DISC","238","Dropbox LAN sync Discovery Protocol"
"699","45.357645","162.125.18.133","192.168.11.20","TLSv1.2","323","Application Data"
"700","45.357694","192.168.11.20","162.125.18.133","TCP","66","63731  >  443 [ACK] Seq=1 Ack=258 Win=4087 Len=0 TSval=596228137 TSecr=2225416707"
"701","45.360286","192.168.11.20","162.125.18.133","TCP","1494","63731  >  443 [ACK, CWR] Seq=1 Ack=258 Win=4096 Len=1428 TSval=596228139 TSecr=2225416707 [TCP segment of a reassembled PDU]"
"702","45.360287","192.168.11.20","162.125.18.133","TLSv1.2","688","Application Data"
"703","45.374834","192.168.11.20","192.168.11.1","DNS","78","Standard query 0x3ed6 A www.googleapis.com"
"704","45.378188","192.168.11.1","192.168.11.20","DNS","208","Standard query response 0x3ed6 A www.googleapis.com CNAME googleapis.l.google.com A 172.217.6.74 A 216.58.194.202 A 172.217.5.106 A 172.217.6.42 A 216.58.192.10 A 216.58.195.74"
"705","45.379634","192.168.11.20","172.217.6.74","QUIC","1392","Client Hello, PKN: 1, CID: 3358341154785542741"
"706","45.394937","192.168.11.20","172.217.6.74","QUIC","1392","Client Hello, PKN: 2, CID: 3358341154785542741"
"707","45.399501","172.217.6.74","192.168.11.20","QUIC","80","Payload (Encrypted), PKN: 1, CID: 3358341154785542741"
"708","45.402765","172.217.6.74","192.168.11.20","QUIC","1392","Rejection, PKN: 2, CID: 3358341154785542741"
"709","45.402773","172.217.6.74","192.168.11.20","QUIC","1392","Payload (Encrypted), PKN: 3, CID: 3358341154785542741"
"710","45.405099","192.168.11.20","172.217.6.74","QUIC","1392","Payload (Encrypted), PKN: 3, CID: 3358341154785542741"
"711","45.416467","192.168.11.20","172.217.6.74","QUIC","1392","Client Hello, PKN: 4, CID: 3358341154785542741"
"712","45.422522","172.217.6.74","192.168.11.20","QUIC","80","Payload (Encrypted), PKN: 4, CID: 3358341154785542741"
"713","45.427556","172.217.6.74","192.168.11.20","QUIC","1392","Payload (Encrypted), PKN: 5"
"714","45.427803","172.217.6.74","192.168.11.20","QUIC","73","Payload (Encrypted), PKN: 6"
"715","45.428262","192.168.11.20","172.217.6.74","QUIC","81","Payload (Encrypted), PKN: 5, CID: 3358341154785542741"
"716","45.428317","192.168.11.20","172.217.6.74","QUIC","83","Payload (Encrypted), PKN: 6, CID: 3358341154785542741"
"717","45.428565","192.168.11.20","172.217.6.74","QUIC","308","Payload (Encrypted), PKN: 7, CID: 3358341154785542741"
"718","45.428566","192.168.11.20","172.217.6.74","QUIC","1392","Payload (Encrypted), PKN: 8, CID: 3358341154785542741"
"719","45.428580","192.168.11.20","172.217.6.74","QUIC","1392","Payload (Encrypted), PKN: 9, CID: 3358341154785542741"
"720","45.428581","192.168.11.20","172.217.6.74","QUIC","789","Payload (Encrypted), PKN: 10, CID: 3358341154785542741"
"721","45.437030","172.217.6.74","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 8"
"722","45.437037","172.217.6.74","192.168.11.20","QUIC","78","Payload (Encrypted), PKN: 7"
"723","45.438012","162.125.18.133","192.168.11.20","TCP","78","[TCP Window Update] 443  >  63731 [ACK] Seq=258 Ack=1 Win=273 Len=0 TSval=2225416780 TSecr=596228137 SLE=1429 SRE=2051"
"724","45.438019","162.125.18.133","192.168.11.20","TCP","66","443  >  63731 [ACK] Seq=258 Ack=2051 Win=278 Len=0 TSval=2225416780 TSecr=596228139"
"725","45.438189","192.168.11.20","162.125.18.133","TCP","1494","[TCP Spurious Retransmission] 63731  >  443 [ACK] Seq=1 Ack=258 Win=4096 Len=1428 TSval=596228216 TSecr=2225416780"
"726","45.463346","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"727","45.476983","172.217.6.74","192.168.11.20","QUIC","444","Payload (Encrypted), PKN: 9"
"728","45.476992","172.217.6.74","192.168.11.20","QUIC","152","Payload (Encrypted), PKN: 10"
"729","45.477313","192.168.11.20","172.217.6.74","QUIC","86","Payload (Encrypted), PKN: 11, CID: 3358341154785542741"
"730","45.479977","172.217.6.74","192.168.11.20","QUIC","206","Payload (Encrypted), PKN: 11"
"731","45.505684","192.168.11.20","172.217.6.74","QUIC","77","Payload (Encrypted), PKN: 12, CID: 3358341154785542741"
"732","45.513904","162.125.18.133","192.168.11.20","TCP","78","[TCP Dup ACK 724#1] 443  >  63731 [ACK] Seq=258 Ack=2051 Win=278 Len=0 TSval=2225416799 TSecr=596228139 SLE=1 SRE=1429"
"733","46.440213","192.168.11.20","192.168.11.1","DNS","87","Standard query 0x4f60 A safebrowsing.googleapis.com"
"734","46.442269","74.125.28.189","192.168.11.20","QUIC","81","Payload (Encrypted), PKN: 139"
"735","46.444487","192.168.11.1","192.168.11.20","DNS","103","Standard query response 0x4f60 A safebrowsing.googleapis.com A 216.58.194.170"
"736","46.446043","192.168.11.20","216.58.194.170","QUIC","1392","Client Hello, PKN: 1, CID: 5195815614173530682"
"737","46.446168","192.168.11.20","216.58.194.170","QUIC","738","Payload (Encrypted), PKN: 2, CID: 5195815614173530682"
"738","46.450942","192.168.11.20","74.125.28.189","QUIC","80","Payload (Encrypted), PKN: 112, CID: 10299038160135888930"
"739","46.461182","192.168.11.20","216.58.194.170","QUIC","1392","Client Hello, PKN: 3, CID: 5195815614173530682"
"740","46.470428","216.58.194.170","192.168.11.20","QUIC","1392","Payload (Encrypted), PKN: 1"
"741","46.470433","216.58.194.170","192.168.11.20","QUIC","73","Payload (Encrypted), PKN: 2"
"742","46.470962","192.168.11.20","216.58.194.170","QUIC","83","Payload (Encrypted), PKN: 4, CID: 5195815614173530682"
"743","46.471016","192.168.11.20","216.58.194.170","QUIC","80","Payload (Encrypted), PKN: 5, CID: 5195815614173530682"
"744","46.483722","192.168.11.20","216.58.194.170","QUIC","734","Payload (Encrypted), PKN: 6, CID: 5195815614173530682"
"745","46.487331","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"746","46.487337","216.58.194.170","192.168.11.20","QUIC","1392","Payload (Encrypted), PKN: 3"
"747","46.493095","216.58.194.170","192.168.11.20","QUIC","75","Payload (Encrypted), PKN: 4"
"748","46.493601","216.58.194.170","192.168.11.20","QUIC","75","Payload (Encrypted), PKN: 5"
"749","46.513859","192.168.11.20","216.58.194.170","QUIC","83","Payload (Encrypted), PKN: 7, CID: 5195815614173530682"
"750","46.515854","216.58.194.170","192.168.11.20","QUIC","403","Payload (Encrypted), PKN: 6"
"751","46.515861","216.58.194.170","192.168.11.20","QUIC","267","Payload (Encrypted), PKN: 7"
"752","46.516264","192.168.11.20","216.58.194.170","QUIC","80","Payload (Encrypted), PKN: 8, CID: 5195815614173530682"
"753","46.561705","192.168.11.20","192.168.11.1","DNS","75","Standard query 0xe5cb A play.google.com"
"754","46.566877","192.168.11.1","192.168.11.20","DNS","112","Standard query response 0xe5cb A play.google.com CNAME play.l.google.com A 216.58.194.174"
"755","46.568518","192.168.11.20","216.58.194.174","QUIC","1392","Client Hello, PKN: 1, CID: 17873693971506258213"
"756","46.583749","192.168.11.20","216.58.194.174","QUIC","1392","Client Hello, PKN: 2, CID: 17873693971506258213"
"757","46.588860","216.58.194.174","192.168.11.20","QUIC","80","Payload (Encrypted), PKN: 1, CID: 17873693971506258213"
"758","46.591585","216.58.194.174","192.168.11.20","QUIC","1392","Payload (Encrypted), PKN: 2"
"759","46.591792","216.58.194.174","192.168.11.20","QUIC","73","Payload (Encrypted), PKN: 3"
"760","46.591938","192.168.11.20","216.58.194.174","QUIC","81","Payload (Encrypted), PKN: 3, CID: 17873693971506258213"
"761","46.591984","192.168.11.20","216.58.194.174","QUIC","83","Payload (Encrypted), PKN: 4, CID: 17873693971506258213"
"762","46.592125","192.168.11.20","216.58.194.174","QUIC","389","Payload (Encrypted), PKN: 5, CID: 17873693971506258213"
"763","46.592126","192.168.11.20","216.58.194.174","QUIC","1392","Payload (Encrypted), PKN: 6, CID: 17873693971506258213"
"764","46.592126","192.168.11.20","216.58.194.174","QUIC","286","Payload (Encrypted), PKN: 7, CID: 17873693971506258213"
"765","46.597395","216.58.194.174","192.168.11.20","QUIC","78","Payload (Encrypted), PKN: 4"
"766","46.622324","216.58.194.174","192.168.11.20","QUIC","69","Payload (Encrypted), PKN: 5"
"767","46.629208","216.58.194.174","192.168.11.20","QUIC","799","Payload (Encrypted), PKN: 6"
"768","46.654999","192.168.11.20","216.58.194.174","QUIC","83","Payload (Encrypted), PKN: 8, CID: 17873693971506258213"
"769","47.102042","192.168.11.5","192.168.11.255","UDP","86","57621  >  57621 Len=44"
"770","47.511173","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"771","48.535265","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"772","49.189575","192.168.11.20","216.58.194.164","TLSv1.2","506","Application Data"
"773","49.199323","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=262358 Ack=6227 Win=75776 Len=0 TSval=270174627 TSecr=596231962"
"774","49.243523","216.58.194.164","192.168.11.20","TLSv1.2","283","Application Data"
"775","49.243571","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6227 Ack=262575 Win=130848 Len=0 TSval=596232014 TSecr=270174670"
"776","49.243641","216.58.194.164","192.168.11.20","TLSv1.2","292","Application Data"
"777","49.243664","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6227 Ack=262801 Win=130816 Len=0 TSval=596232014 TSecr=270174670"
"778","49.244369","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"779","49.244402","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6227 Ack=262839 Win=131008 Len=0 TSval=596232014 TSecr=270174672"
"780","49.244612","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"781","49.244640","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6227 Ack=262885 Win=131008 Len=0 TSval=596232015 TSecr=270174672"
"782","49.244710","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"783","49.253200","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=262885 Ack=6273 Win=75776 Len=0 TSval=270174676 TSecr=596232015"
"784","49.403351","192.168.11.20","216.58.194.164","TLSv1.2","296","Application Data"
"785","49.407298","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=262885 Ack=6503 Win=78080 Len=0 TSval=270174835 TSecr=596232171"
"786","49.445867","216.58.194.164","192.168.11.20","TLSv1.2","286","Application Data"
"787","49.445932","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6503 Ack=263105 Win=130848 Len=0 TSval=596232213 TSecr=270174873"
"788","49.448322","216.58.194.164","192.168.11.20","TLSv1.2","324","Application Data, Application Data"
"789","49.448327","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"790","49.448377","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6503 Ack=263363 Win=130784 Len=0 TSval=596232215 TSecr=270174873"
"791","49.448378","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6503 Ack=263409 Win=130752 Len=0 TSval=596232215 TSecr=270174873"
"792","49.448765","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"793","49.493442","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=263409 Ack=6549 Win=78080 Len=0 TSval=270174882 TSecr=596232215"
"794","49.559250","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"795","49.654919","192.168.11.20","216.58.194.164","TLSv1.2","298","Application Data"
"796","49.661806","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=263409 Ack=6781 Win=80384 Len=0 TSval=270175089 TSecr=596232420"
"797","49.697736","216.58.194.164","192.168.11.20","TLSv1.2","284","Application Data"
"798","49.697789","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6781 Ack=263627 Win=130848 Len=0 TSval=596232461 TSecr=270175125"
"799","49.697868","216.58.194.164","192.168.11.20","TLSv1.2","320","Application Data, Application Data"
"800","49.697885","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6781 Ack=263881 Win=130816 Len=0 TSval=596232461 TSecr=270175125"
"801","49.698071","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"802","49.698105","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6781 Ack=263927 Win=131008 Len=0 TSval=596232461 TSecr=270175125"
"803","49.698241","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"804","49.741424","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=263927 Ack=6827 Win=80384 Len=0 TSval=270175130 TSecr=596232461"
"805","50.173855","192.168.11.62","192.168.11.255","UDP","86","57621  >  57621 Len=44"
"806","50.261298","192.168.11.20","216.58.194.164","TLSv1.2","346","Application Data"
"807","50.268353","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=263927 Ack=7107 Win=82432 Len=0 TSval=270175694 TSecr=596233020"
"808","50.315082","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"809","50.318520","151.101.42.49","192.168.11.20","TCP","66","443  >  63739 [ACK] Seq=7465 Ack=905 Win=61 Len=0 TSval=3673335705 TSecr=596233073"
"810","50.319157","151.101.42.49","192.168.11.20","TLSv1.2","281","Application Data"
"811","50.319204","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=905 Ack=7680 Win=4089 Len=0 TSval=596233076 TSecr=3673335705"
"812","50.396110","216.58.194.164","192.168.11.20","TLSv1.2","351","Application Data"
"813","50.396115","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"814","50.396231","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=264212 Win=130784 Len=0 TSval=596233153 TSecr=270175823"
"815","50.396231","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=265630 Win=129344 Len=0 TSval=596233153 TSecr=270175823"
"816","50.396521","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"817","50.396526","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"818","50.396561","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"819","50.396590","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=268466 Win=128224 Len=0 TSval=596233153 TSecr=270175823"
"820","50.396629","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=269884 Win=131072 Len=0 TSval=596233153 TSecr=270175824"
"821","50.396807","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"822","50.396812","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"823","50.396813","216.58.194.164","192.168.11.20","TLSv1.2","1009","Application Data, Application Data"
"824","50.396862","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=272720 Win=128224 Len=0 TSval=596233153 TSecr=270175824"
"825","50.396862","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=273663 Win=127264 Len=0 TSval=596233153 TSecr=270175824"
"826","50.396948","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=273663 Win=131072 Len=0 TSval=596233153 TSecr=270175824"
"827","50.414937","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"828","50.414983","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=275081 Win=129632 Len=0 TSval=596233171 TSecr=270175842"
"829","50.415278","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"830","50.415304","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=276499 Win=129632 Len=0 TSval=596233171 TSecr=270175842"
"831","50.415594","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"832","50.415647","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=277917 Win=131072 Len=0 TSval=596233171 TSecr=270175842"
"833","50.416981","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"834","50.416984","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
