"No.","Time","Source","Destination","Protocol","Length","Info"
"1056","53.001924","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=8821 Ack=391854 Win=131072 Len=0 TSval=596235734 TSecr=270178427"
"1057","53.348819","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1058","53.348824","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1059","53.348888","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=393272 Win=129632 Len=0 TSval=596236079 TSecr=270178724"
"1060","53.348889","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=394690 Win=128224 Len=0 TSval=596236079 TSecr=270178724"
"1061","53.348950","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=8821 Ack=394690 Win=131072 Len=0 TSval=596236079 TSecr=270178724"
"1062","53.349061","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1063","53.349065","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1064","53.349117","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=396108 Win=129632 Len=0 TSval=596236079 TSecr=270178724"
"1065","53.349127","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=397526 Win=131072 Len=0 TSval=596236079 TSecr=270178724"
"1066","53.349236","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1067","53.349239","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1068","53.349280","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=398944 Win=129632 Len=0 TSval=596236079 TSecr=270178724"
"1069","53.349343","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1070","53.349352","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=400362 Win=131072 Len=0 TSval=596236079 TSecr=270178724"
"1071","53.349541","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1072","53.349545","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1073","53.349547","216.58.194.164","192.168.11.20","TLSv1.2","160","Application Data"
"1074","53.349591","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=403198 Win=129632 Len=0 TSval=596236079 TSecr=270178724"
"1075","53.349592","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=404616 Win=128224 Len=0 TSval=596236079 TSecr=270178724"
"1076","53.349592","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=404710 Win=128128 Len=0 TSval=596236079 TSecr=270178724"
"1077","53.349699","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1078","53.349702","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1079","53.349747","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=8821 Ack=404710 Win=131072 Len=0 TSval=596236079 TSecr=270178724"
"1080","53.349747","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=406128 Win=129632 Len=0 TSval=596236079 TSecr=270178731"
"1081","53.349776","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=407546 Win=131072 Len=0 TSval=596236079 TSecr=270178731"
"1082","53.353119","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1083","53.353163","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=408964 Win=129632 Len=0 TSval=596236083 TSecr=270178731"
"1084","53.353812","216.58.194.164","192.168.11.20","TLSv1.2","1046","Application Data"
"1085","53.353850","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=409944 Win=130080 Len=0 TSval=596236083 TSecr=270178731"
"1086","53.354085","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1087","53.354089","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1088","53.354123","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=411362 Win=129632 Len=0 TSval=596236083 TSecr=270178751"
"1089","53.354177","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=412780 Win=131072 Len=0 TSval=596236083 TSecr=270178751"
"1090","53.354238","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1091","53.354240","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1092","53.354270","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=414198 Win=129632 Len=0 TSval=596236084 TSecr=270178751"
"1093","53.354278","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=415616 Win=131072 Len=0 TSval=596236084 TSecr=270178751"
"1094","53.354360","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1095","53.354571","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1096","53.354573","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1097","53.354605","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=418452 Win=129632 Len=0 TSval=596236084 TSecr=270178751"
"1098","53.354616","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=419870 Win=131072 Len=0 TSval=596236084 TSecr=270178751"
"1099","53.354665","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1100","53.354839","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1101","53.354841","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1102","53.354863","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=422706 Win=129632 Len=0 TSval=596236084 TSecr=270178751"
"1103","53.354909","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=424124 Win=131072 Len=0 TSval=596236084 TSecr=270178751"
"1104","53.354977","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1105","53.354980","216.58.194.164","192.168.11.20","TLSv1.2","980","Application Data"
"1106","53.355010","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=426456 Win=128736 Len=0 TSval=596236084 TSecr=270178751"
"1107","53.355095","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1108","53.355123","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=427874 Win=129632 Len=0 TSval=596236084 TSecr=270178755"
"1109","53.355197","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1110","53.355233","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=429292 Win=131072 Len=0 TSval=596236084 TSecr=270178755"
"1111","53.355387","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1112","53.355389","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1113","53.355412","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=430710 Win=129632 Len=0 TSval=596236085 TSecr=270178755"
"1114","53.355436","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=432128 Win=131072 Len=0 TSval=596236085 TSecr=270178755"
"1115","53.355495","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1116","53.355656","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1117","53.355659","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1118","53.355686","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=434964 Win=129632 Len=0 TSval=596236085 TSecr=270178755"
"1119","53.355686","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=436382 Win=128224 Len=0 TSval=596236085 TSecr=270178755"
"1120","53.355695","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=8821 Ack=436382 Win=131072 Len=0 TSval=596236085 TSecr=270178755"
"1121","53.355748","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1122","53.356145","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1123","53.356148","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1124","53.356177","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=439218 Win=129632 Len=0 TSval=596236085 TSecr=270178755"
"1125","53.356201","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=440636 Win=131072 Len=0 TSval=596236085 TSecr=270178755"
"1126","53.356386","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1127","53.356388","216.58.194.164","192.168.11.20","TLSv1.2","1209","Application Data"
"1128","53.356389","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1129","53.356419","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=443197 Win=128480 Len=0 TSval=596236086 TSecr=270178755"
"1130","53.356419","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=444615 Win=127072 Len=0 TSval=596236086 TSecr=270178756"
"1131","53.356429","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=8821 Ack=444615 Win=131072 Len=0 TSval=596236086 TSecr=270178756"
"1132","53.356503","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1133","53.356633","216.58.194.164","192.168.11.20","TLSv1.2","1081","Application Data"
"1134","53.356635","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"1135","53.356635","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"1136","53.356636","216.58.194.164","192.168.11.20","TCP","112","[TCP Retransmission] 443  >  63837 [PSH, ACK] Seq=447086 Ack=8821 Win=91392 Len=46 TSval=270178775 TSecr=596235734"
"1137","53.356666","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=447048 Win=130048 Len=0 TSval=596236086 TSecr=270178756"
"1138","53.356667","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=447086 Win=130016 Len=0 TSval=596236086 TSecr=270178756"
"1139","53.356676","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8821 Ack=447132 Win=129952 Len=0 TSval=596236086 TSecr=270178756"
"1140","53.356676","192.168.11.20","216.58.194.164","TCP","78","[TCP Dup ACK 1139#1] 63837  >  443 [ACK] Seq=8821 Ack=447132 Win=129952 Len=0 TSval=596236086 TSecr=270178775 SLE=447086 SRE=447132"
"1141","53.356868","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"1142","53.361807","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=447132 Ack=8867 Win=91392 Len=0 TSval=270178790 TSecr=596236086"
"1143","53.571588","192.168.11.20","216.58.194.164","TLSv1.2","254","Application Data"
"1144","53.577110","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=447132 Ack=9055 Win=93696 Len=0 TSval=270179004 TSecr=596236299"
"1145","53.608106","216.58.194.164","192.168.11.20","TLSv1.2","308","Application Data"
"1146","53.608168","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=9055 Ack=447374 Win=130816 Len=0 TSval=596236335 TSecr=270179036"
"1147","53.608420","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1148","53.608452","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=9055 Ack=448792 Win=129632 Len=0 TSval=596236335 TSecr=270179036"
"1149","53.609187","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"1150","53.609191","216.58.194.164","192.168.11.20","TLSv1.2","913","Application Data"
"1151","53.609192","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"1152","53.609193","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"1153","53.609243","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=9055 Ack=451057 Win=128800 Len=0 TSval=596236336 TSecr=270179036"
"1154","53.609243","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=9055 Ack=451095 Win=128768 Len=0 TSval=596236336 TSecr=270179036"
"1155","53.609244","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=9055 Ack=451141 Win=128704 Len=0 TSval=596236336 TSecr=270179036"
"1156","53.610034","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"1157","53.655246","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1158","53.656170","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=451141 Ack=9101 Win=93696 Len=0 TSval=270179044 TSecr=596236336"
"1159","53.686945","192.168.11.20","172.217.6.46","QUIC","195","Payload (Encrypted), PKN: 24, CID: 7589620954702436015"
"1160","53.686945","192.168.11.20","172.217.6.46","QUIC","169","Payload (Encrypted), PKN: 25, CID: 7589620954702436015"
"1161","53.693820","172.217.6.46","192.168.11.20","QUIC","78","Payload (Encrypted), PKN: 21"
"1162","54.167038","172.217.6.46","192.168.11.20","QUIC","589","Payload (Encrypted), PKN: 22"
"1163","54.167245","172.217.6.46","192.168.11.20","QUIC","70","Payload (Encrypted), PKN: 23"
"1164","54.167360","192.168.11.20","172.217.6.46","QUIC","83","Payload (Encrypted), PKN: 26, CID: 7589620954702436015"
"1165","54.168509","172.217.6.46","192.168.11.20","QUIC","276","Payload (Encrypted), PKN: 24"
"1166","54.194001","192.168.11.20","172.217.6.46","QUIC","77","Payload (Encrypted), PKN: 27, CID: 7589620954702436015"
"1167","54.679026","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1168","55.703384","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1169","56.729287","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1170","57.751024","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1171","58.331141","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"1172","58.337080","151.101.42.49","192.168.11.20","TLSv1.2","275","Application Data"
"1173","58.337145","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=1018 Ack=7889 Win=4089 Len=0 TSval=596241059 TSecr=3673337710"
"1174","58.774852","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1175","58.922972","192.168.11.20","216.58.194.174","QUIC","118","Payload (Encrypted), PKN: 14, CID: 17873693971506258213"
"1176","58.923863","192.168.11.20","216.58.194.174","QUIC","1392","Payload (Encrypted), PKN: 15, CID: 17873693971506258213"
"1177","58.923864","192.168.11.20","216.58.194.174","QUIC","283","Payload (Encrypted), PKN: 16, CID: 17873693971506258213"
"1178","58.928265","216.58.194.174","192.168.11.20","QUIC","81","Payload (Encrypted), PKN: 12"
"1179","58.950704","216.58.194.174","192.168.11.20","QUIC","583","Payload (Encrypted), PKN: 13"
"1180","58.976773","192.168.11.20","216.58.194.174","QUIC","80","Payload (Encrypted), PKN: 17, CID: 17873693971506258213"
"1181","59.799044","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1182","60.822981","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1183","61.442869","192.168.11.20","74.125.28.189","QUIC","65","Payload (Encrypted), PKN: 113, CID: 10299038160135888930"
"1184","61.446156","192.168.11.20","216.58.194.170","QUIC","65","Payload (Encrypted), PKN: 9, CID: 5195815614173530682"
"1185","61.475414","216.58.194.170","192.168.11.20","QUIC","75","Payload (Encrypted), PKN: 8"
"1186","61.475418","74.125.28.189","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 140"
"1187","61.846754","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1188","62.668329","192.168.11.63","255.255.255.255","DB-LSP-DISC","236","Dropbox LAN sync Discovery Protocol"
"1189","62.670941","192.168.11.63","192.168.11.255","DB-LSP-DISC","236","Dropbox LAN sync Discovery Protocol"
"1190","62.870756","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1191","63.894949","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1192","64.277457","192.168.11.20","216.58.194.174","QUIC","169","Payload (Encrypted), PKN: 18, CID: 17873693971506258213"
"1193","64.278377","192.168.11.20","216.58.194.174","QUIC","1392","Payload (Encrypted), PKN: 19, CID: 17873693971506258213"
"1194","64.278378","192.168.11.20","216.58.194.174","QUIC","445","Payload (Encrypted), PKN: 20, CID: 17873693971506258213"
"1195","64.284778","216.58.194.174","192.168.11.20","QUIC","78","Payload (Encrypted), PKN: 14"
"1196","64.327296","216.58.194.174","192.168.11.20","QUIC","117","Payload (Encrypted), PKN: 15"
"1197","64.327560","216.58.194.174","192.168.11.20","QUIC","546","Payload (Encrypted), PKN: 16"
"1198","64.327661","192.168.11.20","216.58.194.174","QUIC","83","Payload (Encrypted), PKN: 21, CID: 17873693971506258213"
"1199","64.328777","216.58.194.174","192.168.11.20","QUIC","70","Payload (Encrypted), PKN: 17"
"1200","64.328992","216.58.194.174","192.168.11.20","QUIC","144","Payload (Encrypted), PKN: 18"
"1201","64.329050","192.168.11.20","216.58.194.174","QUIC","80","Payload (Encrypted), PKN: 22, CID: 17873693971506258213"
"1202","64.918806","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"1203","66.343722","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"1204","66.352138","151.101.42.49","192.168.11.20","TLSv1.2","288","Application Data"
"1205","66.352232","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=1131 Ack=8111 Win=4089 Len=0 TSval=596249068 TSecr=3673339713"
